,Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,genre,duration
14090,54,58.0,Power,Kevin Gates & Dermot Kennedy,5.0,2098930,7%,https://www.youtube.com/watch?v=sY6X1wvhgnE,"['album rock', 'hard rock', 'classic rock', 'blues rock', 'metal', 'rock', 'glam metal']",265293
14091,55,87.0,Bandido,Myke Towers,2.0,2061422,41.1%,https://www.youtube.com/watch?v=W6fme7tcweQ,"['regional mexican', 'ranchera', 'latin', 'mexican pop', 'tropical', 'grupera']",179773
14092,57,56.0,snow man (Live),Nine,5.0,2047813,4.2%,https://www.youtube.com/watch?v=gset79KMmt0,[],Unknown
14093,59,63.0,Levitating (feat. DaBaby),Dua Lipa,3.0,2013111,9.4%,https://www.youtube.com/watch?v=TUVcZfQe-Kw,"['pop', 'rap', 'north carolina hip hop', 'uk pop', 'dance pop']",203064
14094,61,64.0,LIKE I WANT YOU,Giveon,10.0,1989720,12.9%,https://www.youtube.com/watch?v=uCPjdfCUowg,[],Unknown
14095,62,62.0,Love Cycle,Toosii & Summer Walker,18.0,1959627,5.2%,https://www.youtube.com/watch?v=hEkkPfJZkXI,"['r&b', 'pop']",215405
14096,63,83.0,Cover Me Up,Morgan Wallen,21.0,1936790,28.9%,https://www.youtube.com/watch?v=KEnFCa-5p9E,"['deep talent show', 'contemporary country']",292662
14097,64,61.0,Whats On Your Mind (feat. Jacquees),K Camp,14.0,1927856,2.3%,https://www.youtube.com/watch?v=xGfe2yhu0e0,[],Unknown
14098,65,52.0,All These N**gas (feat. Lil Durk),King Von,19.0,1897163,-6.8%,https://www.youtube.com/watch?v=gB2LmRyfXuk,[],Unknown
14099,66,77.0,More Than My Hometown,Morgan Wallen,17.0,1893494,19%,https://www.youtube.com/watch?v=MS82JAkBkDY,"['deep talent show', 'contemporary country']",216573
14100,67,69.0,Quicksand,Morray,5.0,1884466,14%,https://www.youtube.com/watch?v=OLi5_8JWoAU,['jangle rock'],210442
14101,68,65.0,Bang!,AJR,14.0,1858845,6%,https://www.youtube.com/watch?v=4THFRpw68oQ,"['electro swing', 'balkan brass', 'balkan beats']",216921
14102,69,59.0,Therefore I Am,Billie Eilish,9.0,1842428,-4.4%,https://www.youtube.com/watch?v=RUQl6YcMalg,"['electropop', 'pop']",174321
14103,70,55.0,No Role Modelz,J. Cole,15.0,1832141,-8.6%,https://www.youtube.com/watch?v=8HBcV0MtAQg,"['hip hop', 'north carolina hip hop', 'conscious hip hop', 'rap']",292986
14104,71,94.0,Lonely,RAYVEN,11.0,1812875,27.4%,https://www.youtube.com/watch?v=pvPsJFRGleA,['british dance band'],191880
14105,72,60.0,Hayloft,Mother Mother,3.0,1778469,-5.8%,https://www.youtube.com/watch?v=wiXvDsHfpdk,"['indie pop', 'vancouver indie']",181680
14106,73,70.0,Save Me,Jelly Roll,19.0,1744338,6.1%,https://www.youtube.com/watch?v=FxFNprPOdss,"['adult standards', 'soul', 'classic soul', 'jazz blues', 'southern soul', 'memphis soul']",141626
14107,74,84.0,Desde Morro,Justin Morales,4.0,1721557,14.9%,https://www.youtube.com/watch?v=lsHAyGdYi18,"['latin hip hop', 'mexican hip hop', 'chicano rap']",225613
14108,75,66.0,Monday to Sunday (feat. Lil Baby & BIG30),Pooh Shiesty,6.0,1706254,0.4%,https://www.youtube.com/watch?v=x4U9iB4YqK4,[],Unknown
14109,76,67.0,Daisy (Remix),WOLFI,18.0,1656555,-0.9%,https://www.youtube.com/watch?v=6i01tOMgBDU,[],Unknown
14110,77,54.0,GNAT,Eminem,4.0,1650556,-18.4%,https://www.youtube.com/watch?v=EosMazKaPbU,[],Unknown
14111,78,78.0,GIRL LIKE ME,Black Eyed Peas & Shakira,6.0,1633994,3.8%,https://www.youtube.com/watch?v=vMLk_T0PPbk,"['pop', 'latin', 'latin pop', 'colombian pop', 'dance pop', 'pop rap']",220659
14112,79,72.0,Dime Cómo Quieres,Christian Nodal & Ángela Aguilar,9.0,1619057,-0.4%,https://www.youtube.com/watch?v=Ge4AKbnr6ME,"['regional mexican', 'mariachi', 'ranchera', 'nuevo regional mexicano']",171360
14113,80,81.0,Forever After All,Luke Combs,12.0,1617474,4.7%,https://www.youtube.com/watch?v=TDpOcp98b5k,['contemporary country'],232533
14114,81,76.0,WITHOUT YOU,The Kid Laroi,6.0,1603522,0.8%,https://www.youtube.com/watch?v=SJOKlqJho8U,['australian hip hop'],161384
14115,82,51.0,TRAGIC (feat. YoungBoy Never Broke Again & Internet Money),The Kid Laroi,4.0,1592979,-22.1%,https://www.youtube.com/watch?v=TDu2qv5U5sc,[],Unknown
14116,83,93.0,Never Gonna Give You Up,Rick Astley,19.0,1585055,11.3%,https://www.youtube.com/watch?v=dQw4w9WgXcQ,"['new wave', 'synthpop', 'europop', 'soft rock', 'sophisti-pop', 'dance rock', 'new wave pop', 'new romantic']",212826
14117,86,82.0,La Curiosidad,"Jay Wheeler, DJ Nelson & Myke Towers",7.0,1578518,4.8%,https://www.youtube.com/watch?v=Q_gIYp078so,"['latin hip hop', 'trap latino', 'latin', 'tropical', 'reggaeton', 'reggaeton flow']",219048
14118,87,96.0,Better Together,Luke Combs,2.0,1554498,9.5%,https://www.youtube.com/watch?v=_dju4pz2YYw,['contemporary country'],219573
14119,88,74.0,Everybody (Remix) (feat. Boosie Badazz),MO3,17.0,1552833,-3.3%,https://www.youtube.com/watch?v=9_O6gPcRsEs,[],Unknown
14120,90,79.0,Dreams,Fleetwood Mac,15.0,1545720,-0.9%,https://www.youtube.com/watch?v=Y3ywicffOj4,"['soul jazz', 'afro-cuban percussion', 'jazz funk', 'latin jazz', 'boogaloo']",205840
14121,91,95.0,LA NOCHE DE ANOCHE,Bad Bunny & ROSALÍA,6.0,1544199,8.6%,https://www.youtube.com/watch?v=f5omY8jVrSM,"['reggaeton', 'latin', 'r&b en espanol', 'trap latino']",203200
14122,92,89.0,Reloj,Rauw Alejandro & Anuel AA,2.0,1525383,5.6%,https://www.youtube.com/watch?v=-3HjrdC0dAk,"['trap boricua', 'trap latino', 'latin', 'puerto rican pop', 'reggaeton', 'reggaeton flow']",231594
14123,95,100.0,Pumped Up Kicks,Foster the People,17.0,1467824,5.1%,https://www.youtube.com/watch?v=SDTZ7iX4vTQ,[],233743
14124,96,4.0,Anyone,Justin Bieber,2.0,1465936,-74%,https://www.youtube.com/watch?v=KIK3azN4w34,"['neo mellow', 'alternative metal', 'post-grunge', 'funk metal', 'alternative rock', 'pop rock']",209573
14125,97,86.0,Holy (feat. Chance The Rapper),Justin Bieber,15.0,1438836,-3.4%,https://www.youtube.com/watch?v=pvPsJFRGleA,"['pop', 'rap', 'post-teen pop', 'chicago rap', 'canadian pop', 'hip hop', 'conscious hip hop', 'pop rap']",212093
14126,98,91.0,Twerksum,Pooh Shiesty,2.0,1432175,-0.4%,https://www.youtube.com/watch?v=TlgwrRmv71c,"['trap', 'southern hip hop', 'rap', 'tennessee hip hop', 'memphis hip hop']",193515
14127,99,85.0,All Love,Lil Durk,6.0,1416167,-5%,https://www.youtube.com/watch?v=D2npm2gFddg,"['southern hip hop', 'trap', 'rap', 'chicago drill', 'drill', 'chicago rap', 'hip hop']",188835
14128,100,92.0,"Crazy Story, Pt. 3",King Von,11.0,1414188,-1.7%,https://www.youtube.com/watch?v=YpxzPXaYyM4,['chicago rap'],191399
14129,1,1.0,drivers license,Olivia Rodrigo,2.0,18860508,-8.7%,https://www.youtube.com/watch?v=ZmDBbnmKpqQ,"['alt z', 'post-teen pop', 'pop']",242013
14130,2,4.0,Back In Blood (feat. Lil Durk),Pooh Shiesty,11.0,7696329,11.3%,https://www.youtube.com/watch?v=0-Tm65i96TY,"['trap', 'southern hip hop', 'rap', 'chicago drill', 'drill', 'chicago rap', 'tennessee hip hop', 'memphis hip hop', 'hip hop']",184489
14131,3,5.0,You’re Mines Still (feat. Drake),Yung Bleu,7.0,7492853,22.4%,https://www.youtube.com/watch?v=_bptrMV3zHE,"['trap', 'rap', 'toronto rap', 'canadian hip hop', 'canadian pop', 'hip hop', 'r&b', 'pop rap', 'alabama rap', 'pop r&b']",226220
14132,4,13.0,34+35,Ariana Grande,11.0,7180082,69.3%,https://www.youtube.com/watch?v=B6_iQvaIjXw,"['post-teen pop', 'pop', 'dance pop']",173710
14133,5,20.0,Streets,Doja Cat,2.0,6722309,91.4%,https://www.youtube.com/watch?v=jJdlgKzVsnI,[],256066
14134,7,6.0,Goofy/ Back in Blood,22Gz,12.0,5930726,0.2%,https://www.youtube.com/watch?v=vMRj17LXWd8,[],Unknown
14135,8,3.0,Save Your Tears,The Weeknd,3.0,5199968,-34.6%,https://www.youtube.com/watch?v=XXYlFuWEuKI,['symphonic death metal'],347997
14136,9,8.0,On Me,Lil Baby,7.0,4838932,2.5%,https://www.youtube.com/watch?v=ieTnO1Dvt-I,"['trap', 'atl trap', 'atl hip hop', 'rap']",135959
14137,11,27.0,BeatBox 2 (feat. Pooh Shiesty),SpotemGottem,5.0,4457451,37.1%,https://www.youtube.com/watch?v=94zTrkr5_xY,[],Unknown
14138,12,10.0,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,29.0,4408991,-1.1%,https://www.youtube.com/watch?v=Q9pjm4cNsfc,"['trap', 'atl trap', 'atl hip hop', 'rap', 'brooklyn drill', 'north carolina hip hop']",190476
14139,13,7.0,Cry Baby (feat. DaBaby),Megan Thee Stallion,6.0,4407903,-11.8%,https://www.youtube.com/watch?v=AqaQsL-8I_M,"['pop', 'rap', 'houston rap', 'trap queen', 'north carolina hip hop', 'pop rap']",137983
14140,14,12.0,DÁKITI,Bad Bunny & Jhayco,12.0,4278976,-1.1%,https://www.youtube.com/watch?v=TmKh7lAwnBI,"['reggaeton', 'latin', 'trap latino']",205090
14141,15,11.0,WAP (feat. Megan Thee Stallion),Cardi B,24.0,4245161,-4.2%,https://www.youtube.com/watch?v=hsm4poTWjMs,"['pop', 'rap', 'houston rap', 'post-teen pop', 'trap queen', 'dance pop', 'pop rap']",187541
14142,16,14.0,ROCKSTAR (feat. Roddy Ricch),DaBaby,40.0,4132373,0.2%,https://www.youtube.com/watch?v=mxFstYSbBmc,"['trap', 'melodic rap', 'north carolina hip hop', 'rap']",181733
14143,17,9.0,Body,Megan Thee Stallion,9.0,3878624,-13.4%,https://www.youtube.com/watch?v=7PBYGu4Az8s,"['alternative metal', 'grunge', 'rock', 'alternative rock', 'rap rock', 'pop rock']",251840
14144,18,15.0,Said Sum (Remix) (feat. City Girls & DaBaby),Moneybagg Yo,30.0,3806891,-4.9%,https://www.youtube.com/watch?v=UDRnXJXKX-A,[],Unknown
14145,20,16.0,Throat Baby (Go Baby),BRS Kash,20.0,3663803,-7%,https://www.youtube.com/watch?v=fmNzZOZj3W0,[],218181
14146,21,17.0,BICHOTA,KAROL G,13.0,3602690,-5.9%,https://www.youtube.com/watch?v=QaXhVryxVBk,"['trap latino', 'reggaeton', 'latin', 'reggaeton colombiano']",178946
14147,22,21.0,Laugh Now Cry Later (feat. Lil Durk),Drake,23.0,3574805,2.8%,https://www.youtube.com/watch?v=JFm7YDVlqnI,"['southern hip hop', 'trap', 'rap', 'chicago drill', 'drill', 'toronto rap', 'chicago rap', 'canadian hip hop', 'hip hop', 'canadian pop', 'pop rap']",261492
14148,24,25.0,Hit Different (feat. Ty Dolla $ign),SZA,20.0,3400799,1.6%,https://www.youtube.com/watch?v=qJlMkMtK7-8,[],Unknown
14149,25,19.0,Still Trappin' (feat. King Von),Lil Durk,4.0,3382049,-4%,https://www.youtube.com/watch?v=cDde7QlKCX0,[],Unknown
14150,26,24.0,We Paid (feat. 42 Dugg),Lil Baby,38.0,3364822,-0.4%,https://www.youtube.com/watch?v=GErG9femMQk,"['trap', 'southern hip hop', 'atl trap', 'atl hip hop', 'rap', 'detroit trap']",181929
14151,27,18.0,Mood (Live),24kGoldn & iann dior,23.0,3346359,-6.4%,https://www.youtube.com/watch?v=juE5VES9af0,[],386400
14152,28,2.0,Best Friend (feat. Doja Cat),Saweetie,2.0,3312628,-60.8%,https://www.youtube.com/watch?v=_xJUCsyMQes,"['pop', 'post-teen pop', 'trap queen', 'cali rap', 'r&b', 'dance pop', 'pop rap']",155883
14153,29,26.0,Broken Love,MO3 & Kevin Gates,23.0,3298975,1.1%,https://www.youtube.com/watch?v=jWQNqlZ47Ec,[],243750
14154,30,23.0,Rags2Riches (feat. ATR Son Son),Rod Wave,31.0,3292996,-3.3%,https://www.youtube.com/watch?v=A2mJSG0L9U0,['florida rap'],167183
14155,31,85.0,Buss It,Erica Banks,2.0,3175559,100.8%,https://www.youtube.com/watch?v=NOoHJ_ZXlJU,"['viral rap', 'trap queen']",187000
14156,32,28.0,Took Her To The O,King Von,13.0,3032900,-6.3%,https://www.youtube.com/watch?v=hzt31eJTGxo,['chicago rap'],196179
14157,33,29.0,positions,Ariana Grande,13.0,2957012,-4.7%,https://www.youtube.com/watch?v=tcYodQoapMg,"['post-teen pop', 'pop', 'dance pop']",172324
14158,34,30.0,Backdoor,Lil Durk,5.0,2851471,-3%,https://www.youtube.com/watch?v=Ty-CHgmCeKw,"['southern hip hop', 'trap', 'rap', 'chicago drill', 'drill', 'chicago rap', 'hip hop']",200000
14159,35,22.0,Armed & Dangerous,King Von,2.0,2801594,-19.1%,https://www.youtube.com/watch?v=tBKYI3-3lMg,"['southern hip hop', 'chicano rap', 'hardcore hip hop', 'rap', 'west coast rap', 'hyphy', 'g funk', 'hip hop', 'gangster rap', 'west coast trap']",187706
14160,36,31.0,Sweater Weather,The Neighbourhood,14.0,2725030,-5.8%,https://www.youtube.com/watch?v=GCdwKhTtNNw,"['shimmer pop', 'modern alternative rock', 'pop', 'modern rock']",240400
14161,37,33.0,Mood Swings (feat. Lil Tjay),Pop Smoke,29.0,2723233,-4.1%,https://www.youtube.com/watch?v=mM8ostx0Ub8,"['nyc rap', 'brooklyn drill', 'melodic rap']",213333
14162,38,34.0,"WHATS POPPIN (Remix) (feat. DaBaby, Tory Lanez & Lil Wayne)",Jack Harlow,49.0,2683747,-4.8%,https://www.youtube.com/watch?v=HIwAI05Y1fU,[],Unknown
14163,40,38.0,Cabrón y Vago,El Fantasma & Los Dos Carnales,25.0,2637812,3.7%,https://www.youtube.com/watch?v=TsGuAJc9z38,['folklore chileno'],174874
14164,41,37.0,Wishing Well,Juice WRLD,28.0,2591156,-0.2%,https://www.youtube.com/watch?v=C5i-UnuUKUI,['deep chill'],276000
14165,43,55.0,Bandido,Myke Towers,3.0,2487075,20.6%,https://www.youtube.com/watch?v=W6fme7tcweQ,"['regional mexican', 'ranchera', 'latin', 'mexican pop', 'tropical', 'grupera']",179773
14166,44,36.0,Hawái,Maluma,22.0,2483253,-4.4%,https://www.youtube.com/watch?v=pK060iUFWXg,"['reggaeton', 'latin', 'reggaeton colombiano']",200197
14167,45,35.0,Crazy Story,King Von,17.0,2458122,-9.7%,https://www.youtube.com/watch?v=g0v7Ow6Epog,['chicago rap'],146808
14168,46,47.0,Hittin' (Remix) (feat. Moneybagg Yo & Foogiano),Money Mu,7.0,2369879,4.1%,https://www.youtube.com/watch?v=j7tHktqr_sA,[],Unknown
14169,47,46.0,How I Been,YoungBoy Never Broke Again,7.0,2350692,2.4%,https://www.youtube.com/watch?v=ehper8I7NsI,[],Unknown
14170,49,52.0,Damage,H.E.R.,6.0,2344545,7.1%,https://www.youtube.com/watch?v=PAFAfhod9TU,['uptempo hardcore'],258327
14171,50,39.0,Green Dot,YoungBoy Never Broke Again,6.0,2290264,-5.4%,https://www.youtube.com/watch?v=1GKDatspLKY,['german cloud rap'],227709
14172,51,51.0,Leave Some Day,Kevo Muney,3.0,2237280,0.9%,https://www.youtube.com/watch?v=dtEOihsoQHk,['tennessee hip hop'],175386
14173,52,41.0,It Ain't Over,YoungBoy Never Broke Again,5.0,2232789,-6.7%,https://www.youtube.com/watch?v=MpdWc0LAQVo,"['praise', 'gospel', 'contemporary gospel']",367160
14174,53,58.0,Wasted On You,Morgan Wallen,2.0,2189785,7.5%,https://www.youtube.com/watch?v=uKmg4UbnDLo,"['deep talent show', 'contemporary country']",178520
14175,54,54.0,Power,Kevin Gates & Dermot Kennedy,6.0,2169374,3.4%,https://www.youtube.com/watch?v=sY6X1wvhgnE,"['album rock', 'hard rock', 'classic rock', 'blues rock', 'metal', 'rock', 'glam metal']",265293
14176,55,40.0,Adderall (Corvette Corvette) (Remix) (feat. Lil Uzi Vert),Popp Hunna & Lil Uzi Vert,5.0,2154411,-10.5%,https://www.youtube.com/watch?v=D5FdrOx2aZk,[],Unknown
14177,56,50.0,All I Want,Olivia Rodrigo,4.0,2147501,-4.6%,https://www.youtube.com/watch?v=OOgvDiXl6hA,['dublin indie'],320133
14178,57,43.0,HOLIDAY,Lil Nas X,10.0,2138932,-10%,https://www.youtube.com/watch?v=9vMLTcftlyI,['alte'],200366
14179,58,49.0,Train Wreck,James Arthur,15.0,2121829,-6.3%,https://www.youtube.com/watch?v=5Su86fIJYaY,[],182106
14180,59,67.0,Quicksand,Morray,6.0,2086604,10.7%,https://www.youtube.com/watch?v=OLi5_8JWoAU,['jangle rock'],210442
14181,61,62.0,Love Cycle,Toosii & Summer Walker,19.0,1964433,0.2%,https://www.youtube.com/watch?v=hEkkPfJZkXI,"['r&b', 'pop']",215405
14182,62,89.0,Mi Trokita Cumbia,Obzesion,2.0,1955955,26.4%,https://www.youtube.com/watch?v=bxd7yRd5s7U,['gruperas inmortales'],134785
14183,63,74.0,Desde Morro,Justin Morales,5.0,1944315,12.9%,https://www.youtube.com/watch?v=lsHAyGdYi18,"['latin hip hop', 'mexican hip hop', 'chicano rap']",225613
14184,64,61.0,LIKE I WANT YOU,Giveon,11.0,1930009,-3%,https://www.youtube.com/watch?v=uCPjdfCUowg,[],Unknown
14185,65,59.0,Levitating (feat. DaBaby),Dua Lipa,4.0,1912017,-5%,https://www.youtube.com/watch?v=TUVcZfQe-Kw,"['pop', 'rap', 'north carolina hip hop', 'uk pop', 'dance pop']",203064
14186,66,64.0,Whats On Your Mind (feat. Jacquees),K Camp,15.0,1910812,-0.9%,https://www.youtube.com/watch?v=xGfe2yhu0e0,[],Unknown
14187,67,66.0,More Than My Hometown,Morgan Wallen,18.0,1882391,-0.6%,https://www.youtube.com/watch?v=MS82JAkBkDY,"['deep talent show', 'contemporary country']",216573
14188,68,42.0,Sand in My Boots (Live),Morgan Wallen,2.0,1870259,-21.7%,https://www.youtube.com/watch?v=FXzE9eP1U_E,[],Unknown
14189,69,84.0,Big Gangsta,Kevin Gates,5.0,1856772,17.3%,https://www.youtube.com/watch?v=GoGAR9wYZyU,"['baton rouge rap', 'southern hip hop', 'rap', 'trap']",243462
14190,70,57.0,snow man (Live),Nine,6.0,1807462,-11.7%,https://www.youtube.com/watch?v=gset79KMmt0,[],Unknown
14191,71,73.0,Save Me,Jelly Roll,20.0,1799917,3.2%,https://www.youtube.com/watch?v=FxFNprPOdss,"['adult standards', 'soul', 'classic soul', 'jazz blues', 'southern soul', 'memphis soul']",141626
14192,72,65.0,All These N**gas (feat. Lil Durk),King Von,20.0,1791681,-5.6%,https://www.youtube.com/watch?v=gB2LmRyfXuk,[],Unknown
14193,73,68.0,Bang!,AJR,15.0,1784415,-4%,https://www.youtube.com/watch?v=4THFRpw68oQ,"['electro swing', 'balkan brass', 'balkan beats']",216921
14194,74,75.0,Monday to Sunday (feat. Lil Baby & BIG30),Pooh Shiesty,7.0,1771349,3.8%,https://www.youtube.com/watch?v=x4U9iB4YqK4,[],Unknown
14195,75,86.0,La Curiosidad,"Jay Wheeler, DJ Nelson & Myke Towers",8.0,1771344,12.2%,https://www.youtube.com/watch?v=Q_gIYp078so,"['latin hip hop', 'trap latino', 'latin', 'tropical', 'reggaeton', 'reggaeton flow']",219048
14196,76,70.0,No Role Modelz,J. Cole,16.0,1742278,-4.9%,https://www.youtube.com/watch?v=8HBcV0MtAQg,"['hip hop', 'north carolina hip hop', 'conscious hip hop', 'rap']",292986
14197,77,69.0,Therefore I Am,Billie Eilish,10.0,1723446,-6.5%,https://www.youtube.com/watch?v=RUQl6YcMalg,"['electropop', 'pop']",174321
14198,78,72.0,Hayloft,Mother Mother,4.0,1720910,-3.2%,https://www.youtube.com/watch?v=wiXvDsHfpdk,"['indie pop', 'vancouver indie']",181680
14199,79,78.0,GIRL LIKE ME,Black Eyed Peas & Shakira,7.0,1677314,2.7%,https://www.youtube.com/watch?v=vMLk_T0PPbk,"['pop', 'latin', 'latin pop', 'colombian pop', 'dance pop', 'pop rap']",220659
14200,80,81.0,WITHOUT YOU,The Kid Laroi,7.0,1658461,3.4%,https://www.youtube.com/watch?v=SJOKlqJho8U,['australian hip hop'],161384
14201,81,83.0,Never Gonna Give You Up,Rick Astley,20.0,1617051,2%,https://www.youtube.com/watch?v=dQw4w9WgXcQ,"['new wave', 'synthpop', 'europop', 'soft rock', 'sophisti-pop', 'dance rock', 'new wave pop', 'new romantic']",212826
14202,82,76.0,Daisy (Remix),WOLFI,19.0,1612738,-2.6%,https://www.youtube.com/watch?v=6i01tOMgBDU,[],Unknown
14203,83,79.0,Dime Cómo Quieres,Christian Nodal & Ángela Aguilar,10.0,1602500,-1%,https://www.youtube.com/watch?v=Ge4AKbnr6ME,"['regional mexican', 'mariachi', 'ranchera', 'nuevo regional mexicano']",171360
14204,85,90.0,Dreams,Fleetwood Mac,16.0,1592033,3%,https://www.youtube.com/watch?v=Y3ywicffOj4,"['soul jazz', 'afro-cuban percussion', 'jazz funk', 'latin jazz', 'boogaloo']",205840
14205,86,87.0,Better Together,Luke Combs,3.0,1575349,1.3%,https://www.youtube.com/watch?v=_dju4pz2YYw,['contemporary country'],219573
14206,88,80.0,Forever After All,Luke Combs,13.0,1562367,-3.4%,https://www.youtube.com/watch?v=TDpOcp98b5k,['contemporary country'],232533
14207,89,91.0,LA NOCHE DE ANOCHE,Bad Bunny & ROSALÍA,7.0,1558850,0.9%,https://www.youtube.com/watch?v=f5omY8jVrSM,"['reggaeton', 'latin', 'r&b en espanol', 'trap latino']",203200
14208,90,92.0,Reloj,Rauw Alejandro & Anuel AA,3.0,1532467,0.5%,https://www.youtube.com/watch?v=-3HjrdC0dAk,"['trap boricua', 'trap latino', 'latin', 'puerto rican pop', 'reggaeton', 'reggaeton flow']",231594
14209,92,88.0,Everybody (Remix) (feat. Boosie Badazz),MO3,18.0,1484990,-4.4%,https://www.youtube.com/watch?v=9_O6gPcRsEs,[],Unknown
14210,93,94.0,The Hills,The Weeknd,3.0,1476403,-0.6%,https://www.youtube.com/watch?v=yzTuBuRdAyA,"['canadian contemporary r&b', 'pop', 'canadian pop']",242253
14211,94,95.0,Pumped Up Kicks,Foster the People,18.0,1458600,-0.6%,https://www.youtube.com/watch?v=SDTZ7iX4vTQ,[],233743
14212,95,93.0,Blood // Water,grandson,7.0,1447442,-3.8%,https://www.youtube.com/watch?v=Sk-U8ruIQyA,"['alt z', 'modern alternative rock', 'rock', 'modern rock']",214520
14213,96,98.0,Twerksum,Pooh Shiesty,3.0,1440840,0.6%,https://www.youtube.com/watch?v=TlgwrRmv71c,"['trap', 'southern hip hop', 'rap', 'tennessee hip hop', 'memphis hip hop']",193515
14214,97,99.0,All Love,Lil Durk,7.0,1437351,1.5%,https://www.youtube.com/watch?v=D2npm2gFddg,"['southern hip hop', 'trap', 'rap', 'chicago drill', 'drill', 'chicago rap', 'hip hop']",188835
14215,98,56.0,Drankin N Smokin,Future & Lil Uzi Vert,2.0,1408429,-31.3%,https://www.youtube.com/watch?v=x8FZXaBXJK0,"['trap', 'southern hip hop', 'atl hip hop', 'rap', 'philly rap', 'melodic rap', 'pop rap']",213520
14216,99,71.0,Lonely,RAYVEN,12.0,1396754,-23%,https://www.youtube.com/watch?v=pvPsJFRGleA,['british dance band'],191880
14217,100,97.0,Holy (feat. Chance The Rapper),Justin Bieber,16.0,1392040,-3.3%,https://www.youtube.com/watch?v=pvPsJFRGleA,"['pop', 'rap', 'post-teen pop', 'chicago rap', 'canadian pop', 'hip hop', 'conscious hip hop', 'pop rap']",212093
14218,1,1.0,drivers license,Olivia Rodrigo,3.0,12977919,-31.2%,https://www.youtube.com/watch?v=ZmDBbnmKpqQ,"['alt z', 'post-teen pop', 'pop']",242013
14219,2,2.0,Back In Blood (feat. Lil Durk),Pooh Shiesty,12.0,7632331,-0.8%,https://www.youtube.com/watch?v=0-Tm65i96TY,"['trap', 'southern hip hop', 'rap', 'chicago drill', 'drill', 'chicago rap', 'tennessee hip hop', 'memphis hip hop', 'hip hop']",184489
14220,3,3.0,You’re Mines Still (feat. Drake),Yung Bleu,8.0,7492650,-0%,https://www.youtube.com/watch?v=_bptrMV3zHE,"['trap', 'rap', 'toronto rap', 'canadian hip hop', 'canadian pop', 'hip hop', 'r&b', 'pop rap', 'alabama rap', 'pop r&b']",226220
14221,4,5.0,Streets,Doja Cat,3.0,7364853,9.6%,https://www.youtube.com/watch?v=jJdlgKzVsnI,[],256066
14222,5,20.0,Throat Baby (Go Baby),BRS Kash,21.0,6600058,80.1%,https://www.youtube.com/watch?v=fmNzZOZj3W0,[],218181
14223,6,7.0,Goofy/ Back in Blood,22Gz,13.0,5856881,-1.2%,https://www.youtube.com/watch?v=vMRj17LXWd8,[],Unknown
14224,8,11.0,BeatBox 2 (feat. Pooh Shiesty),SpotemGottem,6.0,4936217,10.7%,https://www.youtube.com/watch?v=94zTrkr5_xY,[],Unknown
14225,9,9.0,On Me,Lil Baby,8.0,4760351,-1.6%,https://www.youtube.com/watch?v=ieTnO1Dvt-I,"['trap', 'atl trap', 'atl hip hop', 'rap']",135959
14226,10,8.0,Save Your Tears,The Weeknd,4.0,4465808,-14.1%,https://www.youtube.com/watch?v=XXYlFuWEuKI,['symphonic death metal'],347997
14227,11,4.0,34+35,Ariana Grande,12.0,4345147,-39.5%,https://www.youtube.com/watch?v=B6_iQvaIjXw,"['post-teen pop', 'pop', 'dance pop']",173710
14228,13,12.0,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,30.0,4145390,-6%,https://www.youtube.com/watch?v=Q9pjm4cNsfc,"['trap', 'atl trap', 'atl hip hop', 'rap', 'brooklyn drill', 'north carolina hip hop']",190476
14229,14,14.0,DÁKITI,Bad Bunny & Jhayco,13.0,4053119,-5.3%,https://www.youtube.com/watch?v=TmKh7lAwnBI,"['reggaeton', 'latin', 'trap latino']",205090
14230,15,17.0,Body,Megan Thee Stallion,10.0,4033289,4%,https://www.youtube.com/watch?v=7PBYGu4Az8s,"['alternative metal', 'grunge', 'rock', 'alternative rock', 'rap rock', 'pop rock']",251840
14231,16,15.0,WAP (feat. Megan Thee Stallion),Cardi B,25.0,3977776,-6.3%,https://www.youtube.com/watch?v=hsm4poTWjMs,"['pop', 'rap', 'houston rap', 'post-teen pop', 'trap queen', 'dance pop', 'pop rap']",187541
14232,17,16.0,ROCKSTAR (feat. Roddy Ricch),DaBaby,41.0,3894658,-5.8%,https://www.youtube.com/watch?v=mxFstYSbBmc,"['trap', 'melodic rap', 'north carolina hip hop', 'rap']",181733
14233,18,13.0,Cry Baby (feat. DaBaby),Megan Thee Stallion,7.0,3878240,-12%,https://www.youtube.com/watch?v=AqaQsL-8I_M,"['pop', 'rap', 'houston rap', 'trap queen', 'north carolina hip hop', 'pop rap']",137983
14234,19,24.0,Hit Different (feat. Ty Dolla $ign),SZA,21.0,3611727,6.2%,https://www.youtube.com/watch?v=qJlMkMtK7-8,[],Unknown
14235,20,21.0,BICHOTA,KAROL G,14.0,3512086,-2.5%,https://www.youtube.com/watch?v=QaXhVryxVBk,"['trap latino', 'reggaeton', 'latin', 'reggaeton colombiano']",178946
